open,high,low,close,volume
2402.22408175325,2402.323429871928,2401.728927886017,2401.788052983333,93207
2401.788052983333,2402.111977624847,2401.07215994452,2401.329669973677,402466
2401.329669973677,2402.275245175566,2398.620174021705,2399.894296524818,240166
2399.894296524818,2400.9575658637405,2399.216962000052,2400.478708909719,298684
2400.478708909719,2400.834612047167,2399.8813951368425,2399.915379857514,103218
2399.915379857514,2400.410252836057,2399.32841480102,2399.9303723181893,75792
2399.9303723181893,2401.499484728904,2399.4787198523286,2400.507320910988,178039
2400.507320910988,2401.1887815233245,2399.8974205681616,2401.0433314236498,408059
2401.0433314236498,2402.1060252517923,2400.970910810466,2401.842273556694,154758
2401.842273556694,2402.3281317393253,2401.648837742106,2401.724003168684,80665
2401.724003168684,2401.724552799093,2400.9793358095485,2401.2157340996728,49068
2401.2157340996728,2401.397189245243,2400.843148599532,2401.120025695949,199618
2401.120025695949,2401.3441826632056,2399.0252483380555,2399.095133733827,93520
2399.095133733827,2399.963437298989,2396.5023887235125,2397.3598813405997,151487
2397.3598813405997,2399.130435502537,2395.5013490136407,2395.774912015086,128183
2395.774912015086,2396.3984867956287,2392.5754859421363,2394.580620325403,104356
2394.580620325403,2395.5311511003174,2394.320029325823,2395.059313974063,218338
2395.059313974063,2395.6106549104625,2393.407816805101,2393.975221375792,283368
2393.975221375792,2394.7051884635275,2393.05618689862,2393.5226082754607,1161565
2393.5226082754607,2395.867800445729,2393.3627727692847,2395.0779795683943,347308
2395.0779795683943,2395.138603268719,2393.8822023374264,2394.6513775692515,801052
2394.6513775692515,2395.555531133123,2394.4826276643744,2395.534586740376,71782
2395.534586740376,2396.055091521946,2393.20205731988,2394.416590984201,32828
2394.416590984201,2394.770495332956,2394.106366339973,2394.1706520672046,160423
2394.1706520672046,2394.4148041555686,2392.1652536357706,2393.033664668018,383857
2393.033664668018,2393.1485006084367,2392.4596814172965,2392.6280402669786,328128
2392.6280402669786,2394.0027597513376,2392.2613816812527,2393.6335238872766,546550
2393.6335238872766,2393.802391888264,2389.497509491144,2391.5671303109543,12880
2391.5671303109543,2392.1977721308426,2391.0573744844337,2392.0866633865417,569763
2392.0866633865417,2392.375339154007,2392.0253039960803,2392.3710223686458,227626
2392.3710223686458,2392.7889157856416,2391.280139098697,2391.6604143573263,34751
2391.6604143573263,2392.9864488950184,2389.231233066844,2389.931799688231,335550
2389.931799688231,2390.22508196319,2389.678911254502,2390.0179935445926,192814
2390.0179935445926,2390.422850112253,2388.9700133989327,2389.385328745081,238286
2389.385328745081,2389.7445517623764,2389.186959414389,2389.663321478221,442019
2389.663321478221,2389.9280866734207,2388.904897797632,2389.689431256186,250264
2389.689431256186,2392.1642317747705,2389.3331337904547,2391.6040749066897,37315
2391.6040749066897,2391.6740621149106,2390.9050723400283,2391.3178700862068,141064
2391.3178700862068,2392.265975590481,2389.850039950665,2390.0944292380195,32284
2390.0944292380195,2390.436274337589,2389.7825753685806,2390.3086816886407,311471
2390.3086816886407,2390.604976420614,2389.9868062891705,2390.571626141923,658664
2390.571626141923,2392.593381723035,2389.29842267743,2392.196795933008,47030
2392.196795933008,2394.0919564305045,2391.385858208955,2393.195879728383,83161
2393.195879728383,2393.837650125938,2392.931195936844,2393.622949003591,67348
2393.622949003591,2396.489607701401,2393.0685443440843,2395.374887520496,103372
2395.374887520496,2395.564927633869,2393.06199028984,2393.9515439831844,245836
2393.9515439831844,2393.9955383630154,2392.4396441437334,2393.185899360497,104498
2393.185899360497,2393.7804809686504,2391.741087327096,2392.077421913628,312553
2392.077421913628,2392.082888026933,2391.573259737353,2391.611239731215,472304
2391.611239731215,2391.621455246625,2389.3437126347258,2389.9655571612548,489803
2389.9655571612548,2391.461213789024,2389.348949879162,2390.724672136266,53200
2390.724672136266,2390.9421265347987,2389.7155685022813,2390.459050251011,650781
2390.459050251011,2390.721962681472,2388.3466460159257,2388.7017453850435,705084
2388.7017453850435,2388.9760802590754,2386.8218493168847,2387.4890955346277,768872
2387.4890955346277,2388.0631118422907,2387.460822401125,2387.863380315769,138993
2387.863380315769,2389.2160935385027,2387.7909771671566,2388.864255885996,76738
2388.864255885996,2391.7128014988307,2388.6195625167497,2391.250406340774,60825
2391.250406340774,2394.971490238143,2390.041811276188,2394.73683286885,54080
2394.73683286885,2396.571674831573,2394.3486952974904,2395.2330850468475,164668
2395.2330850468475,2395.5509615467604,2393.92040632118,2394.0482909487405,379971
2394.0482909487405,2395.1612208386096,2391.041620340832,2391.497539892819,601125
2391.497539892819,2392.520735174335,2391.452491277522,2391.8176769702304,100151
2391.8176769702304,2391.884987606516,2390.489553642201,2390.8456710884457,156578
2390.8456710884457,2391.585244428657,2390.2575549285566,2390.34919509023,146651
2390.34919509023,2390.753193837073,2388.227104499604,2389.6177444801083,86225
2389.6177444801083,2389.618553089622,2389.380981799512,2389.449532200645,339676
2389.449532200645,2391.610573526734,2389.1432213213766,2390.723424638423,233946
2390.723424638423,2391.532158387445,2390.454193656793,2390.91116185379,187554
2390.91116185379,2390.943007348835,2390.331708253964,2390.7215284732374,232886
2390.7215284732374,2390.752785072521,2388.974215653905,2389.4838690860784,301176
2389.4838690860784,2390.6756447408065,2386.80862730594,2387.483892593462,298175
2387.483892593462,2387.8077691400817,2386.798220828829,2386.9034370164795,70369
2386.9034370164795,2387.2078503558387,2386.4797136215207,2386.8392510018057,398845
2386.8392510018057,2389.539395875465,2385.681414513722,2388.950066063006,210105
2388.950066063006,2389.2901882405017,2388.8445284699865,2389.105680794449,105385
2389.105680794449,2390.687399194151,2389.0308490954862,2390.279903533856,205711
2390.279903533856,2391.325990581048,2389.2412604845217,2389.683249896034,229688
2389.683249896034,2389.7215425535755,2387.6175703305826,2388.267849094688,480116
2388.267849094688,2389.225332317149,2386.651232127976,2387.1156484521543,57173
2387.1156484521543,2388.033691055948,2386.219931712691,2386.2502061283103,612304
2386.2502061283103,2388.972957593704,2384.4587977888777,2388.7910886052364,166569
2388.7910886052364,2389.333954916526,2387.313890543792,2387.81022944537,98110
2387.81022944537,2389.234435635772,2387.2273258960777,2388.811515871649,95153
2388.811515871649,2389.995242267286,2387.437904039411,2387.733297857546,59792
2387.733297857546,2389.5448996554924,2387.597669293809,2388.845730866689,28540
2388.845730866689,2389.7694757563336,2388.827798177593,2389.305569355074,320423
2389.305569355074,2390.1569023862253,2388.987359436422,2389.1184487820897,1179836
2389.1184487820897,2389.367886449573,2389.046621448582,2389.0697560266967,32285
2389.0697560266967,2389.1199247923287,2388.255216635253,2388.2877173111297,62917
2388.2877173111297,2389.0262805146103,2388.0747062589803,2388.8204510982714,345097
2388.8204510982714,2389.2790221222986,2387.9063847929388,2388.277075985915,155494
2388.277075985915,2389.7855477093026,2386.0219626848534,2386.8139812511354,374901
2386.8139812511354,2386.9554046956982,2383.712603989773,2385.289368758129,147013
2385.289368758129,2386.313131764809,2385.2098377636685,2385.4952137022487,91068
2385.4952137022487,2388.561335695065,2385.097514135207,2387.379414752801,129852
2387.379414752801,2388.236295135579,2387.2192179234944,2387.570402734208,15031
2387.570402734208,2387.8161036938254,2386.892221683115,2387.4287782567467,51871
2387.4287782567467,2388.053562333834,2387.216951602557,2387.769997414137,420113
2387.769997414137,2389.3903198511434,2387.6923141146517,2389.3297224973417,536005
2389.3297224973417,2389.616076490709,2388.8994691099697,2389.5918254378307,664085
2389.5918254378307,2390.9850886880467,2388.9464343493923,2389.100901697216,252930
2389.100901697216,2391.1698617405787,2388.280131449258,2390.422784937008,17050
2390.422784937008,2391.0431255784265,2390.1932125944672,2390.935294450327,86248
2390.935294450327,2393.286778923574,2390.195371386315,2392.771946124748,612102
2392.771946124748,2392.9917888121586,2392.303298083405,2392.991175277652,824930
2392.991175277652,2393.071912457784,2391.4689236028257,2391.526551876246,635805
2391.526551876246,2392.3412360182683,2389.8840051737834,2389.891116797815,128508
2389.891116797815,2391.957634523414,2389.554430246022,2391.864700246617,44065
2391.864700246617,2394.385765687936,2389.4462714005067,2393.926976383924,156274
2393.926976383924,2394.0544420964347,2393.5515189024927,2393.712108083587,165182
2393.712108083587,2393.972181526497,2393.048390266258,2393.253531949996,778843
2393.253531949996,2396.1487359798016,2392.631987658734,2395.0029744074045,204391
2395.0029744074045,2395.653663523179,2393.3111506418395,2393.6776523885983,165492
2393.6776523885983,2393.7221699037477,2392.0633139209417,2392.6070478460247,175167
2392.6070478460247,2394.0115013798945,2392.288560707588,2393.376785749163,242767
2393.376785749163,2393.6526966847973,2392.879458466958,2392.90461296085,304504
2392.90461296085,2392.977461367109,2392.601533834797,2392.8984848994464,78862
2392.8984848994464,2392.995328760389,2392.2637489122862,2392.702941757466,56521
2392.702941757466,2393.3178120109305,2392.2456421155407,2393.1068336504,640855
2393.1068336504,2395.533868880509,2392.667345813526,2394.791553614342,31538
2394.791553614342,2395.327570189552,2393.9230663349285,2394.900022055691,837140
2394.900022055691,2396.566305089406,2393.94305358558,2395.671230716933,24084
2395.671230716933,2395.907353941792,2392.410621635685,2393.216719814081,90713
2393.216719814081,2393.7252702599035,2393.073170858544,2393.158423677077,430134
2393.158423677077,2393.7661572483585,2391.152934522013,2392.1496445380712,162810
2392.1496445380712,2392.437496432449,2390.5887160767656,2390.692297027093,43631
2390.692297027093,2391.518699548756,2389.541790871779,2389.64283139202,249303
2389.64283139202,2389.8098371905003,2388.70352618921,2389.243646894737,174033
2389.243646894737,2390.805107353107,2388.2121287444024,2390.3380546335675,131130
2390.3380546335675,2390.758807457056,2388.6258976040453,2388.7533166935677,87210
2388.7533166935677,2388.938518500668,2388.62993920253,2388.789902513501,157218
2388.789902513501,2389.052711245365,2388.062277885105,2388.2116829786546,90951
2388.2116829786546,2388.524121652558,2387.609842586276,2387.820438673511,1857111
2387.820438673511,2389.534008560953,2387.807082436514,2389.0179416649503,128025
2389.0179416649503,2390.267184493902,2388.0868632895117,2389.660811862511,111998
2389.660811862511,2391.939769606875,2389.3066732879165,2391.259310183711,94690
2391.259310183711,2391.4883799554427,2391.0131225272503,2391.074585747055,962174
2391.074585747055,2391.5918055685265,2389.1398882410417,2390.2427051447867,31600
2390.2427051447867,2391.040673457608,2389.972163111815,2389.9751816649227,233148
2389.9751816649227,2390.8196388831725,2389.588975204884,2390.2649798897387,128118
2390.2649798897387,2390.6281517492434,2390.245297517344,2390.4760177630646,39206
2390.4760177630646,2391.169748762388,2388.955287933929,2389.1802672286026,71748
2389.1802672286026,2389.4276406820672,2389.0238907765365,2389.288367874411,223452
2389.288367874411,2389.580848824738,2389.277477033636,2389.56103507892,68569
2389.56103507892,2392.889476090539,2388.1024278450973,2392.5707578397164,210989
2392.5707578397164,2395.165007641612,2391.020512748001,2394.8170534287924,917266
2394.8170534287924,2395.0075009476163,2393.6349792408187,2393.7955904700834,193029
2393.7955904700834,2394.1640772492183,2392.864397611563,2393.451646669781,38043
2393.451646669781,2394.738964249959,2391.636562217567,2391.7009484246787,69787
2391.7009484246787,2391.9848590433494,2390.5683001407606,2390.9946554700946,122344
2390.9946554700946,2392.258967118348,2390.5553322359265,2391.3719901799045,114435
2391.3719901799045,2393.269170224876,2391.17813370658,2392.8142472105533,189475
2392.8142472105533,2392.9502572119977,2391.478000481598,2391.942125085566,222446
2391.942125085566,2392.423227347092,2391.05344872634,2391.1599127998984,918528
2391.1599127998984,2391.5077201087224,2387.3439701843968,2388.5940347422734,162150
2388.5940347422734,2388.876335244285,2388.196599275835,2388.399771218659,51421
2388.399771218659,2388.5257656878957,2386.6234569098287,2387.1313729705184,515971
2387.1313729705184,2387.558993904279,2386.266525794848,2386.4995358705,575517
2386.4995358705,2386.9311433501075,2385.3284627781627,2385.453451284832,205344
2385.453451284832,2385.738074739909,2385.298173717185,2385.3410244665783,127211
2385.3410244665783,2386.086173248724,2383.199029316152,2383.245554597292,303320
2383.245554597292,2384.1006692724086,2380.5513203006903,2381.498031069932,131784
2381.498031069932,2384.1792008404564,2379.0860613195846,2384.034780074182,20832
2384.034780074182,2386.4718421854845,2382.4776824235755,2382.5006437923744,285921
2382.5006437923744,2383.2274302054366,2381.139666766737,2381.194455803761,397222
2381.194455803761,2383.6851756658043,2379.9166173257886,2383.3824846095927,687685
2383.3824846095927,2387.9705143501697,2382.520791254717,2386.8469432256043,78373
2386.8469432256043,2386.916280863776,2384.9316050693856,2385.449177546082,204059
2385.449177546082,2386.092129043505,2384.849057262803,2385.0099983935875,208521
2385.0099983935875,2386.1729865009315,2384.1928018336885,2385.4173398770336,177261
2385.4173398770336,2388.806493326692,2384.511141929991,2387.480063873325,182563
2387.480063873325,2387.993488604138,2385.926655816862,2386.30230366715,168912
2386.30230366715,2386.817720526565,2385.853368735108,2386.0096680673696,201138
2386.0096680673696,2387.222242301264,2385.9133178002494,2386.9372157960365,341355
2386.9372157960365,2388.042971971778,2385.992095332357,2387.4561518595965,551439
2387.4561518595965,2388.130677066658,2386.643406177,2387.0071660199487,76394
2387.0071660199487,2387.096592482139,2386.567180698185,2386.847453175681,136994
2386.847453175681,2387.256110707361,2384.1136001493,2385.2071837608687,106658
2385.2071837608687,2385.5758593952232,2384.691822553521,2384.923153810768,92441
2384.923153810768,2385.130633528925,2384.582201147336,2384.6055181183774,32337
2384.6055181183774,2385.098243491438,2384.025184834382,2384.882350986102,166745
2384.882350986102,2385.386570264042,2384.000778170164,2384.220247869735,262845
2384.220247869735,2384.8333119862245,2384.08987654586,2384.782439987492,139371
2384.782439987492,2386.98825360733,2384.431054217032,2385.990299215738,161303
2385.990299215738,2386.9390049757067,2385.821998733623,2386.1757328551166,247319
2386.1757328551166,2386.9253439810054,2385.904799205476,2386.595446066037,667383
2386.595446066037,2386.920545257948,2386.375568250629,2386.658877064189,106962
2386.658877064189,2386.946926442426,2386.494554597483,2386.6589777729514,50432
2386.6589777729514,2387.2871313492165,2385.5527417414623,2385.79807660046,148681
2385.79807660046,2386.4443326433634,2385.567159548653,2386.1756521751745,1070419
2386.1756521751745,2386.3892969019034,2385.6502625503863,2386.059583541969,50975
2386.059583541969,2389.230560688731,2385.7742153779946,2388.55810292105,311805
2388.55810292105,2392.001206662398,2387.395732585609,2390.437867008657,518094
2390.437867008657,2390.9554145658803,2389.623109967583,2390.899082601881,15282
2390.899082601881,2391.172569051665,2389.5580075779662,2389.987060202945,245296
2389.987060202945,2390.293125648339,2386.6266623296024,2388.658105311541,297571
2388.658105311541,2391.506031960786,2387.904662874011,2390.081145665341,124575
2390.081145665341,2391.030459801233,2389.93876410374,2390.3951622763257,85268
2390.3951622763257,2391.155874253357,2389.972608688137,2390.969097400693,90159
2390.969097400693,2391.86770375359,2388.352593907784,2388.884381183249,117175
2388.884381183249,2390.5688903666664,2388.621095595301,2389.9924097220214,120319
2389.9924097220214,2390.678555122489,2389.370599726637,2390.5355019973067,99630
2390.5355019973067,2390.799106769219,2389.097486761592,2389.208608400434,115326
2389.208608400434,2389.666771459168,2388.022991161269,2388.6453892314785,535412
2388.6453892314785,2389.279333179488,2388.439486920535,2388.9603734398343,48318
2388.9603734398343,2389.345018297591,2388.852997824557,2389.0230448129696,28309
2389.0230448129696,2389.777348859128,2388.507788584225,2388.6740684558417,544043
2388.6740684558417,2388.8488952588445,2388.3460523269896,2388.5504717824115,134320
2388.5504717824115,2388.920882751486,2387.910929199255,2388.249560395728,110389
2388.249560395728,2388.560576907741,2387.8706784524256,2388.4317460205443,145623
2388.4317460205443,2392.1642492310734,2388.219002863413,2390.1896717057834,200641
2390.1896717057834,2390.309813051611,2386.9187234339875,2387.1242388581154,96369
2387.1242388581154,2387.7202849682167,2386.6034254068545,2386.841560092885,269933
2386.841560092885,2387.3394206497805,2386.692607659521,2387.0522229805047,62176
2387.0522229805047,2387.423503083101,2386.56742399071,2387.4055256792644,120351
2387.4055256792644,2387.6856164881738,2386.597115369313,2386.96161149182,17770
2386.96161149182,2387.3217163485183,2384.647464096234,2384.865918285611,525569
2384.865918285611,2385.5924076867072,2384.5761597565506,2385.257062983389,136477
2385.257062983389,2388.043989915599,2384.128051392978,2387.318040011844,318094
2387.318040011844,2388.1415838659595,2384.357831416229,2385.4878344205645,262124
2385.4878344205645,2387.2492807181966,2385.121422546744,2386.518382567488,282042
2386.518382567488,2387.180392175451,2385.969728438386,2386.12639902043,161494
2386.12639902043,2386.757990696007,2385.774990199457,2386.0532363218567,239959
2386.0532363218567,2386.144151083568,2384.44077337208,2384.797430960268,62237
2384.797430960268,2384.934253515758,2384.209722114648,2384.398659193815,50454
2384.398659193815,2386.9709168396407,2383.330678220184,2385.949075336001,147103
2385.949075336001,2387.0159057604205,2385.697133891716,2386.6442694636403,82472
2386.6442694636403,2389.5953306767374,2386.4992156190074,2388.7123707663054,677025
2388.7123707663054,2390.859977464044,2388.2435301095547,2390.1190339535133,236841
2390.1190339535133,2390.8771575672718,2389.995942188993,2390.643826273167,79500
2390.643826273167,2392.889467046945,2389.625580348925,2392.729298527001,124052
2392.729298527001,2393.2670916195216,2392.252535235648,2393.254552066953,185907
2393.254552066953,2394.8917781038463,2392.747431478198,2394.245550423118,152054
2394.245550423118,2394.5701348347134,2393.3550485477235,2393.890544901907,213575
2393.890544901907,2394.438186416108,2393.86387939274,2393.970197926738,174321
2393.970197926738,2395.050953427569,2392.760788953284,2393.135537539053,40511
2393.135537539053,2394.4860901260213,2392.872105100003,2394.319934770636,18941
2394.319934770636,2394.818586138193,2392.8843689537243,2392.909732296079,112015
2392.909732296079,2394.742775352539,2392.705119365752,2393.84596227332,285070
2393.84596227332,2394.10317288545,2393.2911836607727,2393.6177785172554,113281
2393.6177785172554,2395.6213963087343,2392.786014418049,2395.0199479818893,560488
2395.0199479818893,2395.931816663474,2394.3940254208337,2395.9192898964807,155299
2395.9192898964807,2399.61535316266,2394.816724509931,2398.101343557288,632348
2398.101343557288,2400.1326560875127,2397.3562277572064,2398.977739543868,514990
2398.977739543868,2399.668539228519,2396.7891817750683,2397.0928356376285,465695
2397.0928356376285,2397.278219287212,2396.7467691983734,2397.012590495264,48848
2397.012590495264,2397.4127835184536,2395.48707694131,2395.608343983801,165568
2395.608343983801,2395.802427147483,2394.571482921669,2394.9876266561487,552812
2394.9876266561487,2397.128293293184,2394.540202348773,2396.7979972402622,213703
2396.7979972402622,2397.7262020646845,2396.660053089864,2397.562138905895,283327
2397.562138905895,2398.50780679324,2396.2550158085583,2396.7244207244576,40623
2396.7244207244576,2397.4564425171347,2395.4170625553493,2395.509927954632,1108801
2395.509927954632,2395.910491455259,2395.314660459512,2395.549193190902,73763
2395.549193190902,2396.130545804056,2393.5751819386974,2394.092471441066,22149
2394.092471441066,2394.584074640813,2393.063224336587,2393.289220279458,114562
2393.289220279458,2393.798894921058,2393.2535162386835,2393.662613856728,14080
2393.662613856728,2395.8494411069955,2392.685515393089,2395.045726914142,54988
2395.045726914142,2395.8746182656328,2394.596301724188,2395.774843654438,2102235
2395.774843654438,2395.992223272396,2392.5109163175957,2393.031708401611,111297
2393.031708401611,2393.448068201693,2392.346846965456,2393.3959157308327,39034
2393.3959157308327,2394.195984947856,2392.8996696216464,2393.482119713204,166924
2393.482119713204,2394.0149743660754,2393.397868494127,2393.9774904675023,66316
2393.9774904675023,2396.489040062111,2393.37395162205,2395.912857150648,386357
2395.912857150648,2397.11040867824,2392.457910909056,2393.4424620657824,66866
2393.4424620657824,2394.194608113484,2392.479857666826,2392.7351805713965,213359
2392.7351805713965,2393.7066515423035,2391.806628441456,2393.4422261891696,51685
2393.4422261891696,2393.467591386873,2391.428340126973,2391.5502469635253,2189159
2391.5502469635253,2393.7764141701336,2390.904587286624,2393.315801505724,269311
2393.315801505724,2393.8902796415323,2392.490668963844,2393.756638951707,140715
2393.756638951707,2395.3736034976077,2392.708837070264,2394.770111452243,121423
2394.770111452243,2395.1984582624486,2393.8086956514467,2394.086569614887,93563
2394.086569614887,2395.063765228246,2393.707665482386,2395.060878176172,76045
2395.060878176172,2396.9327373269957,2394.9080836624303,2396.340747233249,73983
2396.340747233249,2397.407234396088,2395.416565914892,2396.6197910231203,871811
2396.6197910231203,2396.9241375564206,2396.5824538882057,2396.900692392919,93656
2396.900692392919,2397.404625006104,2396.469966648005,2397.2247072399405,19352
2397.2247072399405,2397.3069474366557,2395.192857102334,2396.190114258988,50717
2396.190114258988,2396.380033532962,2395.296119877336,2396.0133673952955,411565
2396.0133673952955,2396.065698726535,2395.525924226621,2395.83065134917,126459
2395.83065134917,2397.1677434958915,2395.4408539419496,2396.289968758511,142332
2396.289968758511,2397.7018341559046,2396.193863390461,2397.488202646077,524297
2397.488202646077,2397.686233287107,2395.391570994641,2396.219624500316,74819
2396.219624500316,2396.960047866467,2395.44542086961,2396.069854635165,306329
2396.069854635165,2398.2954036832334,2396.034241912618,2397.845347621832,83459
2397.845347621832,2398.889000527344,2396.883184863885,2396.954008541909,289490
2396.954008541909,2396.9572073624377,2395.0116340888662,2395.968763347772,110069
2395.968763347772,2396.917928459345,2395.9623980211395,2396.21113526403,127829
2396.21113526403,2397.67933325113,2395.9676443317016,2397.2230114502627,369584
2397.2230114502627,2397.339209296404,2396.972420328921,2397.236706891044,343872
2397.236706891044,2398.880570127658,2396.183890461992,2398.8301527938197,137939
2398.8301527938197,2400.24035275173,2398.4562057450407,2399.858024566744,101557
2399.858024566744,2400.914430840846,2398.528687360562,2400.8683615036875,805442
2400.8683615036875,2401.993935562461,2400.5436534402243,2401.533634047364,293411
2401.533634047364,2404.3446400115577,2401.2319027439003,2404.33022971228,110068
2404.33022971228,2404.456189240368,2403.6951812894563,2404.0836041367666,84703
2404.0836041367666,2404.3323693033017,2400.7725720325875,2401.676492467099,453566
2401.676492467099,2404.457231565719,2400.5088948812763,2403.6037152966705,182663
2403.6037152966705,2404.193324614237,2402.2995678202906,2403.053714206499,138198
2403.053714206499,2403.427280407829,2402.849358915394,2403.183338953696,182585
